agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_5Bucket_20000000,PPO_5Bucket_50000000,PPO_4Bucket_20000000,solveMILP,PPO_4Bucket_50000000,solveConicGibbsGreedyDynamicCount
"[(0, 2, 0.9886700912764386), (1, 2, 0.25015860813755286), (2, 1, 0.0729285000546378), (3, 1, 0.510714964642705), (4, 2, 0.7343519193135344), (5, 2, 0.0943771358436657), (6, 3, 0.9140254841520966), (7, 1, 0.059163260677752905), (8, 3, 0.9908321883943495), (9, 2, 0.38432119262560016), (10, 1, 0.00019079716946268643), (11, 1, 0.23685918738288714), (12, 1, 0.35211693644955044), (13, 1, 0.9668371638047698), (14, 1, 0.4751124350036483), (15, 3, 0.23397805533113736), (16, 3, 0.7980239839803567), (17, 3, 0.5569536052759869), (18, 3, 0.755649691345247), (19, 1, 0.27093144245622525), (20, 2, 0.12229173401210602), (21, 3, 0.37323808821926363), (22, 2, 0.09736217723725404), (23, 1, 0.17250948528153187), (24, 1, 0.08330598258586275), (25, 1, 0.08280386782502158), (26, 3, 0.9134951047347066), (27, 2, 0.8733278747861146), (28, 2, 0.47927298193183154), (29, 3, 0.45525528656497394), (30, 2, 0.6287016913740713), (31, 3, 0.21292219405909207), (32, 3, 0.6499130117683337), (33, 3, 0.473611235888291), (34, 1, 0.2079394504061649), (35, 1, 0.2837112523190902), (36, 1, 0.6305218691979069), (37, 3, 0.8261338540600973), (38, 2, 0.31807703861442704), (39, 1, 0.23379474433062408), (40, 2, 0.9539464291796859), (41, 1, 0.5197211754319973), (42, 3, 0.06933628761315846), (43, 2, 0.35759551707457715), (44, 1, 0.49081991276656445), (45, 3, 0.4590307490806804), (46, 3, 0.9468832146150035), (47, 2, 0.2729147012170028), (48, 1, 0.487741236193424), (49, 3, 0.8713056970837642)]","[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",17,15,19,25,24,17,25
"[(0, 3, 0.8029041759581513), (1, 2, 0.3354524818676624), (2, 2, 0.8492029212137723), (3, 2, 0.31029382575933406), (4, 1, 0.2602026236005325), (5, 1, 0.10081900165698288), (6, 1, 0.32918725328470233), (7, 1, 0.8602425189408389), (8, 1, 0.24540402750305568), (9, 2, 0.2685418304639361), (10, 3, 0.4350555584350868), (11, 3, 0.9160365236869231), (12, 1, 0.35802312280685644), (13, 3, 0.28182680484962896), (14, 2, 0.609627090093463), (15, 2, 0.10266026717833632), (16, 2, 0.27372364470548527), (17, 1, 0.3700720330651195), (18, 1, 0.7570259084111766), (19, 1, 0.1701068991021033), (20, 2, 0.9691426338494754), (21, 3, 0.4050554508796984), (22, 2, 0.012491446225955438), (23, 3, 0.9516025328631289), (24, 2, 0.9430944263015321), (25, 2, 0.16902126291435648), (26, 1, 0.08538556713936407), (27, 1, 0.6909492160303694), (28, 1, 0.3049376394744109), (29, 1, 0.509204073348321), (30, 3, 0.9522516460257313), (31, 1, 0.879083785131916), (32, 3, 0.10251269182507172), (33, 1, 0.5832141575174767), (34, 1, 0.6206828492531088), (35, 2, 0.26312243652500955), (36, 1, 0.10547106660102346), (37, 1, 0.5601002572039901), (38, 2, 0.4612476953662288), (39, 1, 0.8438473220888449), (40, 2, 0.5786225718496417), (41, 2, 0.9721401091765367), (42, 3, 0.09337436398003696), (43, 2, 0.2220502269010779), (44, 2, 0.983886925392679), (45, 3, 0.9090703744467609), (46, 3, 0.7136348096234533), (47, 1, 0.6685778450084475), (48, 1, 0.23653901776441322), (49, 1, 0.4633260851272314)]","[1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]",29,20,23,24,27,23,29
"[(0, 1, 0.09528540224284499), (1, 3, 0.9819774235206511), (2, 1, 0.40487005898967676), (3, 2, 0.3497188173373713), (4, 1, 0.08319169424056794), (5, 1, 0.10141356058488404), (6, 1, 0.1739346828170969), (7, 2, 0.1882198567192025), (8, 2, 0.40980380822861373), (9, 2, 0.946190082125967), (10, 1, 0.5452722022365456), (11, 2, 0.8563906701029408), (12, 2, 0.7488409127807123), (13, 2, 0.6384470693618606), (14, 3, 0.08387107172273411), (15, 3, 0.22121821130519725), (16, 1, 0.541133741377319), (17, 3, 0.9006541823917069), (18, 1, 0.027788663184469486), (19, 2, 0.5476157834687458), (20, 3, 0.8067025722418377), (21, 3, 0.0073816083807921595), (22, 3, 0.4228308191752064), (23, 3, 0.19152991760429772), (24, 3, 0.026411166503399808), (25, 3, 0.042311649014196484), (26, 2, 0.16041917652996007), (27, 1, 0.8697971382131413), (28, 2, 0.6171489805080898), (29, 2, 0.41866553711971155), (30, 2, 0.48212904000595946), (31, 2, 0.9923149523521299), (32, 1, 0.2271941902652571), (33, 3, 0.9431845818865525), (34, 1, 0.7089560256303751), (35, 2, 0.5247680751613151), (36, 2, 0.7367768505062972), (37, 1, 0.4174778986796701), (38, 3, 0.4327166108818501), (39, 2, 0.01424884818965011), (40, 1, 0.5542861386117802), (41, 2, 0.42990319500781826), (42, 2, 0.7010729468290837), (43, 2, 0.020222985614688715), (44, 2, 0.45691723277317875), (45, 2, 0.358814393999645), (46, 3, 0.5920175664091095), (47, 1, 0.9602842021397135), (48, 1, 0.07199996487587335), (49, 2, 0.5065792916008722)]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",19,15,11,17,18,15,0
"[(0, 1, 0.3268530174626032), (1, 3, 0.10369668594642889), (2, 2, 0.7661991431972529), (3, 3, 0.8564690077941352), (4, 2, 0.5644492743420106), (5, 1, 0.997109700354859), (6, 3, 0.03332837666939403), (7, 1, 0.724979266066293), (8, 3, 0.7304938243764206), (9, 1, 0.6199477830244566), (10, 3, 0.2951611728336271), (11, 2, 0.5288563807012628), (12, 2, 0.32092711742214075), (13, 3, 0.7488857854030362), (14, 1, 0.7213356238594351), (15, 1, 0.7926717833639643), (16, 3, 0.38732621255221233), (17, 1, 0.22466064814688214), (18, 3, 0.9900479983904706), (19, 3, 0.28506024459119816), (20, 1, 0.6934961201292454), (21, 2, 0.7736657295934486), (22, 3, 0.3343590974110422), (23, 3, 0.280113915848619), (24, 3, 0.9022840264290749), (25, 3, 0.01915658422544797), (26, 3, 0.9718562098617995), (27, 3, 0.7235119823498645), (28, 2, 0.6381772416049604), (29, 3, 0.4563992633214339), (30, 2, 0.44850619763708255), (31, 1, 0.03473274125548853), (32, 2, 0.09991177719272537), (33, 3, 0.261850243230203), (34, 3, 0.8580277305013925), (35, 2, 0.8664907507273808), (36, 3, 0.17777870166922505), (37, 2, 0.2944369662624411), (38, 2, 0.4043125083959893), (39, 3, 0.7375129808726159), (40, 3, 0.6626820476409288), (41, 3, 0.13495776816913896), (42, 3, 0.2858439454800975), (43, 3, 0.26447272691411705), (44, 1, 0.18205362666391445), (45, 1, 0.7104111818986609), (46, 1, 0.024898372247924128), (47, 1, 0.3157044275644647), (48, 1, 0.5957035794385713), (49, 2, 0.40736974979564755)]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",31,29,26,25,29,17,16
"[(0, 1, 0.41531513557192823), (1, 3, 0.10657874216370611), (2, 3, 0.37791161501592807), (3, 2, 0.16937996285812085), (4, 1, 0.34550481038468683), (5, 2, 0.8139901130733418), (6, 1, 0.32176628452942724), (7, 1, 0.39626303394018225), (8, 1, 0.4183081745451619), (9, 1, 0.8134846294063484), (10, 2, 0.6816773497263576), (11, 3, 0.1953890348587629), (12, 1, 0.4582633671761468), (13, 3, 0.5517285265764613), (14, 3, 0.02888181358054842), (15, 1, 0.5380717569620813), (16, 1, 0.47514802123105926), (17, 1, 0.13267306252312605), (18, 3, 0.6123285899530078), (19, 1, 0.18170334777983277), (20, 1, 0.9833746802120613), (21, 3, 0.07260138192084786), (22, 2, 0.6056025504324596), (23, 2, 0.5133361539338166), (24, 1, 0.5605660108349432), (25, 1, 0.08524719610706866), (26, 3, 0.48291193532714183), (27, 1, 0.4107979530873711), (28, 2, 0.41421038697184775), (29, 2, 0.5864532997445677), (30, 1, 0.8575810194545616), (31, 3, 0.8966658556396956), (32, 3, 0.3302363317718905), (33, 1, 0.017666842000562677), (34, 3, 0.6062245896847113), (35, 3, 0.6865952815770648), (36, 1, 0.03491346647446347), (37, 2, 0.6739632186220795), (38, 1, 0.6478931441920078), (39, 3, 0.08671596189010866), (40, 2, 0.5017566197185271), (41, 1, 0.11553133399884197), (42, 2, 0.6484124087231187), (43, 3, 0.9239084045426628), (44, 1, 0.0663355279788409), (45, 1, 0.47153799484171355), (46, 2, 0.3013300672740965), (47, 3, 0.8349964052947187), (48, 2, 0.9735686110710758), (49, 2, 0.3836669564065236)]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",19,14,15,12,19,15,19
"[(0, 1, 0.48787401460794577), (1, 1, 0.539553219883349), (2, 3, 0.800744826525409), (3, 2, 0.7530409141467204), (4, 1, 0.6530928370308705), (5, 3, 0.6626618471637752), (6, 2, 0.1286504074657494), (7, 1, 0.2573483755329027), (8, 1, 0.5689098615779725), (9, 3, 0.817812919741738), (10, 2, 0.7188519830580593), (11, 2, 0.19659182676243325), (12, 2, 0.06537906052205), (13, 2, 0.39328986548341704), (14, 1, 0.14104505161684033), (15, 3, 0.2732496368489007), (16, 3, 0.3009639556393032), (17, 2, 0.1452445808178151), (18, 2, 0.11862060193914059), (19, 1, 0.7699125714543045), (20, 2, 0.3445644972549462), (21, 2, 0.7503828064730557), (22, 3, 0.014791256738486358), (23, 1, 0.04864856182883681), (24, 1, 0.24715666378939705), (25, 3, 0.9803554092437619), (26, 2, 0.47429360524211317), (27, 1, 0.12137536108422842), (28, 2, 0.5961959246284415), (29, 2, 0.6539239803140291), (30, 1, 0.03349004487069562), (31, 2, 0.7482822906740395), (32, 1, 0.2834097136670235), (33, 2, 0.6988783759083926), (34, 2, 0.03211647331899381), (35, 1, 0.07676447138068909), (36, 3, 0.20964183953996396), (37, 1, 0.4532233149648802), (38, 2, 0.8936168832489394), (39, 3, 0.053424450622023056), (40, 2, 0.09969495888777435), (41, 2, 0.2810215602662147), (42, 3, 0.0622843199766373), (43, 1, 0.529886307450969), (44, 1, 0.10819423850637722), (45, 3, 0.9540553121009478), (46, 1, 0.2514730733434347), (47, 1, 0.5470646590194771), (48, 2, 0.9029763426408571), (49, 2, 0.5091782826098015)]","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1]",8,13,8,5,12,0,0
"[(0, 3, 0.832959626180568), (1, 1, 0.7881800011912907), (2, 1, 0.5353039554885657), (3, 2, 0.44864331393285206), (4, 3, 0.5015483636452631), (5, 3, 0.2906735561154894), (6, 3, 0.619908886194407), (7, 2, 0.8513087724905309), (8, 3, 0.6503157027076005), (9, 3, 0.5229099990642624), (10, 2, 0.43117670242763084), (11, 1, 0.5053983640869133), (12, 1, 0.060946443986303), (13, 2, 0.5761383545553965), (14, 3, 0.7884119068790179), (15, 2, 0.9703936213032549), (16, 1, 0.7611631352401924), (17, 3, 0.9413186312320585), (18, 1, 0.8828601952048332), (19, 3, 0.6575084854000302), (20, 1, 0.20929245824162923), (21, 1, 0.7016908114069564), (22, 2, 0.4413741759313191), (23, 1, 0.944922041260841), (24, 2, 0.9470579000158356), (25, 2, 0.4153504428551681), (26, 1, 0.07320248764830306), (27, 3, 0.5341836594478259), (28, 3, 0.021752834165434942), (29, 1, 0.75316882822874), (30, 1, 0.9818649596402093), (31, 2, 0.9103434106194815), (32, 2, 0.32111765244526524), (33, 1, 0.5991266445352644), (34, 2, 0.03777793462930923), (35, 1, 0.6089874857680787), (36, 2, 0.9199645260180956), (37, 3, 0.03489161792349027), (38, 3, 0.8143958330938332), (39, 1, 0.1711824512666652), (40, 2, 0.883559042681856), (41, 1, 0.03306462338950811), (42, 3, 0.9270936660405837), (43, 1, 0.18004916802567705), (44, 3, 0.7332061543535056), (45, 3, 0.9602461805108169), (46, 3, 0.9071518409107152), (47, 1, 0.3125790763397015), (48, 1, 0.5601398881783161), (49, 1, 0.02588711999942228)]","[1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]",30,11,18,22,28,16,28
"[(0, 3, 0.6556038162635479), (1, 3, 0.32358705545881805), (2, 2, 0.9283916031788292), (3, 1, 0.7750503840777497), (4, 3, 0.28678754724439903), (5, 1, 0.949549075656195), (6, 1, 0.9287323607045691), (7, 2, 0.9649121806064381), (8, 3, 0.9954770091153725), (9, 3, 0.791825192056934), (10, 3, 0.7512530581597275), (11, 2, 0.4496295464760085), (12, 2, 0.8790959302948328), (13, 2, 0.11956234160601009), (14, 2, 0.9680145315333231), (15, 2, 0.8760626152818728), (16, 2, 0.847980813269106), (17, 2, 0.7553409765593834), (18, 2, 0.8326400228964722), (19, 1, 0.21822604866571382), (20, 1, 0.19897090068433876), (21, 3, 0.20638141344821204), (22, 3, 0.3044681145048459), (23, 1, 0.01089626914561781), (24, 1, 0.09290528206080151), (25, 2, 0.282113184164714), (26, 2, 0.9178146136014963), (27, 3, 0.6252230763908748), (28, 2, 0.03146556192622196), (29, 2, 0.8051495677512212), (30, 1, 0.39361959428872606), (31, 3, 0.26547711567971144), (32, 3, 0.3046153216539381), (33, 1, 0.5433829819050159), (34, 2, 0.8387636009387035), (35, 1, 0.7772500820046527), (36, 3, 0.21396275946432042), (37, 3, 0.25613644717374007), (38, 2, 0.01727272336369201), (39, 3, 0.08877204790159621), (40, 1, 0.6762040645834146), (41, 3, 0.7462123993451478), (42, 3, 0.5561073932158592), (43, 2, 0.3719394263860236), (44, 3, 0.40167074540956094), (45, 1, 0.5159644512361021), (46, 3, 0.3495533364197456), (47, 1, 0.9834920594221065), (48, 1, 0.17741471302577405), (49, 1, 0.6570277744588799)]","[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",21,22,18,21,20,17,21
"[(0, 2, 0.30220378503975165), (1, 3, 0.7744385740998058), (2, 3, 0.9706657571291654), (3, 3, 0.9684082473667889), (4, 2, 0.17097234582647414), (5, 1, 0.7412016098572395), (6, 1, 0.7632926322629867), (7, 1, 0.6562235843119427), (8, 1, 0.012464246169861415), (9, 1, 0.7810024477963269), (10, 1, 0.8684711495030996), (11, 3, 0.5581670560828011), (12, 3, 0.3017844539501636), (13, 3, 0.0023927076228422717), (14, 2, 0.09256718336107428), (15, 2, 0.0020549280087832633), (16, 3, 0.07990907605436348), (17, 3, 0.48938158433590295), (18, 3, 0.948104363903898), (19, 3, 0.47523088472519004), (20, 3, 0.5114220648550144), (21, 1, 0.7029277257186398), (22, 1, 0.22843621226969957), (23, 2, 0.388341586751776), (24, 2, 0.6192115043093424), (25, 1, 0.46246066448679435), (26, 3, 0.061200516772725644), (27, 1, 0.17616846403471287), (28, 2, 0.07724242187551933), (29, 1, 0.7081804121015879), (30, 2, 0.6153285904982833), (31, 3, 0.5880118811124653), (32, 2, 0.3095444987264975), (33, 2, 0.6103742521948108), (34, 1, 0.5760835842552839), (35, 1, 0.4462858610035223), (36, 3, 0.5815917691614798), (37, 3, 0.16543145740988907), (38, 3, 0.20085478760289255), (39, 2, 0.04122598524528398), (40, 1, 0.11666487194272424), (41, 2, 0.27631535916514216), (42, 2, 0.6091350637446837), (43, 2, 0.692215183047969), (44, 2, 0.9073389191457588), (45, 3, 0.004549677091554516), (46, 3, 0.10868762385958886), (47, 3, 0.7117995497541673), (48, 1, 0.7470477200651396), (49, 2, 0.4198008609371028)]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]",21,12,11,20,18,22,15
"[(0, 3, 0.8537312877674476), (1, 3, 0.4511090664452504), (2, 1, 0.32980644493667155), (3, 1, 0.007031229382810755), (4, 2, 0.5383813737520547), (5, 2, 0.718415516614572), (6, 2, 0.09465252957998083), (7, 3, 0.9231422147648948), (8, 1, 0.549086354768675), (9, 3, 0.23520163607910094), (10, 3, 0.411539880426269), (11, 1, 0.35402797039049616), (12, 1, 0.7976565119873709), (13, 3, 0.3666821911560231), (14, 2, 0.0261914517182833), (15, 1, 0.8281733794254669), (16, 1, 0.602670230308118), (17, 2, 0.925417714843448), (18, 2, 0.6097305433639093), (19, 2, 0.6393844549274462), (20, 1, 0.4560501730461195), (21, 1, 0.947411590918604), (22, 2, 0.6316797041255965), (23, 1, 0.5623513367614673), (24, 1, 0.8510052935681433), (25, 3, 0.9262029671662884), (26, 1, 0.5412613682061315), (27, 3, 0.22127478854149707), (28, 3, 0.1490223951871089), (29, 1, 0.8298816593586793), (30, 1, 0.10557336330188638), (31, 3, 0.9577656394483139), (32, 1, 0.7037113254604471), (33, 2, 0.02250541846031484), (34, 1, 0.18452447908432823), (35, 2, 0.18856029218234482), (36, 2, 0.5881637962019498), (37, 1, 0.014659436860728237), (38, 1, 0.14523329369166238), (39, 3, 0.18934959028396237), (40, 2, 0.7481999172170187), (41, 1, 0.5169662853717756), (42, 1, 0.7180448489373862), (43, 2, 0.8207518374034669), (44, 1, 0.7698718837621861), (45, 2, 0.15048417408217918), (46, 3, 0.36790910784527675), (47, 3, 0.13257372969664738), (48, 3, 0.5915502988100374), (49, 2, 0.13318810561900274)]","[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0]",21,16,22,16,20,18,21
"[(0, 2, 0.210741436679038), (1, 2, 0.14088343127018776), (2, 3, 0.9006394662855385), (3, 2, 0.1161106980629677), (4, 2, 0.015644671070872085), (5, 1, 0.277779629654732), (6, 3, 0.11206932763547117), (7, 2, 0.5332466089274592), (8, 1, 0.14999291106655555), (9, 3, 0.48977251695600277), (10, 1, 0.1493981926736394), (11, 3, 0.6981103820877692), (12, 1, 0.4456039818309968), (13, 1, 0.3899523680474285), (14, 2, 0.6423093629912823), (15, 3, 0.4453457477784477), (16, 1, 0.8946119894020316), (17, 3, 0.02037713891138726), (18, 3, 0.4725919946467637), (19, 2, 0.8038273161824421), (20, 1, 0.9049106540540888), (21, 1, 0.9267773504775808), (22, 2, 0.7827724470581824), (23, 1, 0.8154717613922664), (24, 1, 0.38144243696687785), (25, 3, 0.8042045279198329), (26, 2, 0.5069889712967817), (27, 2, 0.3649195964135701), (28, 1, 0.38432954783520945), (29, 2, 0.4003393671709058), (30, 1, 0.48715413173625677), (31, 3, 0.46415328874664263), (32, 1, 0.15191561582278246), (33, 1, 0.4366265936253848), (34, 3, 0.8704849420229077), (35, 2, 0.3854701507372822), (36, 2, 0.028687552388336424), (37, 3, 0.9586594756360842), (38, 3, 0.3367880425881832), (39, 1, 0.7726254880511538), (40, 2, 0.4835233777443687), (41, 2, 0.15021677891547636), (42, 1, 0.5464357080925403), (43, 3, 0.4479976671050514), (44, 3, 0.6785438624453821), (45, 3, 0.9200362303321593), (46, 1, 0.6189827664742429), (47, 1, 0.414804620940077), (48, 1, 0.05999617969889259), (49, 1, 0.4168266951389853)]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]",19,17,8,19,14,13,0
"[(0, 2, 0.16999884968573153), (1, 1, 0.5647492272140548), (2, 3, 0.4346769739370405), (3, 1, 0.34868184542055314), (4, 3, 0.8699140375896186), (5, 1, 0.47535170986547703), (6, 3, 0.41011043600088437), (7, 1, 0.7762557227182004), (8, 1, 0.7403197767674189), (9, 2, 0.9395173337977569), (10, 2, 0.5195133082731938), (11, 3, 0.4336938148044468), (12, 3, 0.6377093362838089), (13, 1, 0.5699415132749388), (14, 2, 0.5433629100027223), (15, 3, 0.6276121708963953), (16, 3, 0.9145290719837685), (17, 1, 0.9305415798372475), (18, 3, 0.17146968977077226), (19, 3, 0.5722242504505212), (20, 3, 0.5928474354623765), (21, 1, 0.49994414154690225), (22, 3, 0.5393631770748519), (23, 3, 0.7483363613325864), (24, 2, 0.12276213098050925), (25, 3, 0.7599980911806344), (26, 2, 0.4971438163122611), (27, 1, 0.4895460012145876), (28, 1, 0.41341050941978696), (29, 1, 0.6244658363923528), (30, 2, 0.49201383863039083), (31, 3, 0.8074778263454996), (32, 3, 0.8960868553142455), (33, 3, 0.9535494159007022), (34, 3, 0.8014217210758311), (35, 2, 0.23508484281012665), (36, 2, 0.11791942728871996), (37, 1, 0.7366946251352683), (38, 1, 0.29096041194180056), (39, 1, 0.7592601388903473), (40, 2, 0.46831917052097793), (41, 2, 0.0842341837637719), (42, 1, 0.818691848623715), (43, 2, 0.043925303618501776), (44, 1, 0.392541488092331), (45, 3, 0.5634421964033274), (46, 1, 0.26356350123844985), (47, 2, 0.46339499699174447), (48, 1, 0.3528225596941704), (49, 1, 0.41430236979567525)]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0]",17,12,9,11,8,14,17
"[(0, 1, 0.3726328986591503), (1, 3, 0.5175671016303058), (2, 2, 0.2816077371441612), (3, 2, 0.85838982221252), (4, 2, 0.2516467222150386), (5, 2, 0.7219006314813706), (6, 3, 0.8599205951320514), (7, 2, 0.2606630796225774), (8, 3, 0.7782329017448577), (9, 2, 0.026880723483332924), (10, 2, 0.8286532693010785), (11, 2, 0.22502636371861162), (12, 2, 0.8620250074242672), (13, 3, 0.6491750813158804), (14, 2, 0.3109342147797931), (15, 1, 0.8911764311332372), (16, 2, 0.3210278428754375), (17, 1, 0.5295543887805504), (18, 1, 0.7556535763518685), (19, 2, 0.7564444956902846), (20, 1, 0.5422148071122167), (21, 2, 0.21831992184919569), (22, 2, 0.2472075470744758), (23, 3, 0.9265446609543236), (24, 2, 0.09473923811031515), (25, 1, 0.48637178768833267), (26, 3, 0.2601796156077917), (27, 1, 0.3976317283203885), (28, 2, 0.8869770814127875), (29, 1, 0.9648922435067848), (30, 1, 0.5149700415212245), (31, 2, 0.2866544459712127), (32, 3, 0.6164932599959092), (33, 1, 0.08451617526123067), (34, 1, 0.8974680127174299), (35, 1, 0.9002142394382497), (36, 2, 0.43892400609140503), (37, 1, 0.5873814485897549), (38, 3, 0.6352849802393359), (39, 1, 0.5275236356055355), (40, 1, 0.3277751802567437), (41, 1, 0.9113981932250456), (42, 1, 0.628243731663144), (43, 3, 0.743219116361994), (44, 2, 0.4567889915826481), (45, 1, 0.9398861344023687), (46, 3, 0.8088128260534968), (47, 3, 0.8196379046765996), (48, 3, 0.15006477355548742), (49, 3, 0.34925774316803204)]","[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1]",13,17,5,17,7,20,8
"[(0, 1, 0.13979237275449752), (1, 3, 0.8547924001600654), (2, 3, 0.7237657635800232), (3, 2, 0.18114778297766954), (4, 2, 0.31181488764484966), (5, 2, 0.5579392590528789), (6, 1, 0.652704997990799), (7, 1, 0.4720999366422709), (8, 1, 0.8507994254556948), (9, 2, 0.847729671983892), (10, 1, 0.357912606297371), (11, 3, 0.029097064895898472), (12, 2, 0.32901732087347335), (13, 2, 0.6598908362919839), (14, 2, 0.05949120821403653), (15, 2, 0.36855409959485996), (16, 3, 0.16472504585572523), (17, 3, 0.6227599971180228), (18, 1, 0.24187264597068325), (19, 3, 0.6380577356393781), (20, 2, 0.6628630964724376), (21, 1, 0.06284781670282247), (22, 1, 0.8844731906914383), (23, 3, 0.975895076505136), (24, 1, 0.7453238978167808), (25, 1, 0.7730845948912753), (26, 2, 0.3380825364147715), (27, 2, 0.6817986969083029), (28, 2, 0.3799080306263022), (29, 2, 0.23527629623223179), (30, 1, 0.8756090396142501), (31, 3, 0.5280600413134778), (32, 1, 0.48139041404908756), (33, 3, 0.24581588449021907), (34, 3, 0.5973217385922092), (35, 2, 0.1825206159363859), (36, 2, 0.17320070314749414), (37, 1, 0.36793185507184), (38, 1, 0.19058781282116144), (39, 1, 0.15085023377930962), (40, 3, 0.558424879438831), (41, 1, 0.2424622248118462), (42, 3, 0.1794203897922343), (43, 3, 0.7974910126536284), (44, 2, 0.5133645625934887), (45, 1, 0.7145105648065224), (46, 3, 0.8055331637096604), (47, 2, 0.7562731940860468), (48, 2, 0.5165991234562171), (49, 3, 0.4206076193440369)]","[0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1]",9,15,12,14,14,6,9
