agents,solveMILP,solveSeqRLBucket,solveConicGibbsGreedyDynamic
"[(0, 1, 0.6371189740868911), (1, 1, 0.44333833715730087), (2, 1, 0.10413903050985596), (3, 1, 0.2835333916724957), (4, 1, 0.29279471403055823), (5, 1, 0.7832632481006588), (6, 1, 0.617770332634147), (7, 1, 0.09664756228770965), (8, 1, 0.3877970413290138), (9, 1, 0.242048992430982), (10, 1, 0.7718188786135094), (11, 1, 0.4622681239310992), (12, 1, 0.6782503913819735), (13, 1, 0.4665039454634575), (14, 1, 0.1295360310184941), (15, 1, 0.7961819072769629), (16, 1, 0.08897000713541092), (17, 1, 0.8776053448443802), (18, 1, 0.6929751324296519), (19, 1, 0.36499255581307544), (20, 1, 0.6225046376120636), (21, 1, 0.4262517710161897), (22, 1, 0.6553280223776626), (23, 1, 0.31106476263290694), (24, 1, 0.7123702573006008), (25, 1, 0.8665204605792473), (26, 1, 0.35332828246414916), (27, 1, 0.31380264900883115), (28, 1, 0.5317043585868136), (29, 1, 0.6548295618758068), (30, 1, 0.7919822597826145), (31, 1, 0.8129894598714325), (32, 1, 0.7836949363568647), (33, 1, 0.308048603047821), (34, 1, 0.5315885897336963), (35, 1, 0.09377127991101664), (36, 1, 0.9336517773974117), (37, 1, 0.15270828179916074), (38, 1, 0.19757490422825663), (39, 1, 0.426435116413998), (40, 1, 0.18196833922296096), (41, 1, 0.0602511849877162), (42, 1, 0.877194207874899), (43, 1, 0.5875138589024345), (44, 1, 0.1854315753243414), (45, 1, 0.15241142499389826), (46, 1, 0.49324966876547693), (47, 1, 0.14795521149604374), (48, 1, 0.7542830517512996), (49, 1, 0.033928084475635334)]",9,5,11.0
"[(0, 1, 0.42228290019876924), (1, 1, 0.73004278994807), (2, 1, 0.4854513665478196), (3, 1, 0.9529238835821604), (4, 1, 0.1978875731959635), (5, 1, 0.09824222424365547), (6, 1, 0.6761085782994384), (7, 1, 0.4977569742325916), (8, 1, 0.06396418933256232), (9, 1, 0.5633744733254881), (10, 1, 0.39952323711213455), (11, 1, 0.23633457431507499), (12, 1, 0.3241715385896977), (13, 1, 0.9188405237609384), (14, 1, 0.4651342898628482), (15, 1, 0.09947091842682576), (16, 1, 0.34863771828390666), (17, 1, 0.02092130697013217), (18, 1, 0.975342670089973), (19, 1, 0.15991179066585848), (20, 1, 0.9330869258297104), (21, 1, 0.060206084173371144), (22, 1, 0.9986543291522628), (23, 1, 0.7736061058946483), (24, 1, 0.9365283615149409), (25, 1, 0.6169716168492081), (26, 1, 0.024150409580920962), (27, 1, 0.7256136046958144), (28, 1, 0.5032963673161407), (29, 1, 0.8536352909261039), (30, 1, 0.1663058013759945), (31, 1, 0.7286208451676588), (32, 1, 0.6408242864540504), (33, 1, 0.011752487165575198), (34, 1, 0.9415626263957645), (35, 1, 0.5320129299131856), (36, 1, 0.8576602492073196), (37, 1, 0.8345077726994256), (38, 1, 0.8548674300660684), (39, 1, 0.3499543837067304), (40, 1, 0.17685033706038988), (41, 1, 0.1206800032395271), (42, 1, 0.7440473691115425), (43, 1, 0.7036363859893531), (44, 1, 0.43430343607906385), (45, 1, 0.8597726044011577), (46, 1, 0.0035614931654519566), (47, 1, 0.700799633017999), (48, 1, 0.9018212733894121), (49, 1, 0.5504789584174545)]",15,5,5.0
"[(0, 1, 0.16243047062251115), (1, 1, 0.5606647736063501), (2, 1, 0.6490424443288617), (3, 1, 0.07367479750157224), (4, 1, 0.01577672233042038), (5, 1, 0.40581113376392475), (6, 1, 0.17330673972829147), (7, 1, 0.07344305904693682), (8, 1, 0.25320030157826345), (9, 1, 0.861213895294334), (10, 1, 0.6179203813279445), (11, 1, 0.08572595490516233), (12, 1, 0.07418032611836423), (13, 1, 0.9150700547929392), (14, 1, 0.8294947943025629), (15, 1, 0.2109539139305272), (16, 1, 0.6419597028743104), (17, 1, 0.5881792808221873), (18, 1, 0.7455717681628914), (19, 1, 0.8696136216494637), (20, 1, 0.752723177986745), (21, 1, 0.6782415976234892), (22, 1, 0.8778402389059544), (23, 1, 0.3184536124250009), (24, 1, 0.5033203362523975), (25, 1, 0.09560794075407675), (26, 1, 0.5600405300127701), (27, 1, 0.1994401780660514), (28, 1, 0.2740127247461547), (29, 1, 0.48993238459223354), (30, 1, 0.8464741982130851), (31, 1, 0.31555747814542545), (32, 1, 0.534166393910673), (33, 1, 0.4681655179705356), (34, 1, 0.920100446163106), (35, 1, 0.9571526221292231), (36, 1, 0.37249418147133573), (37, 1, 0.8721671677360494), (38, 1, 0.10442872255162317), (39, 1, 0.2077693664610789), (40, 1, 0.5448011876237613), (41, 1, 0.3736968439669437), (42, 1, 0.5252505648958932), (43, 1, 0.8162171728073513), (44, 1, 0.6972741554549171), (45, 1, 0.21528094827455468), (46, 1, 0.20262891772579195), (47, 1, 0.9799295490884228), (48, 1, 0.5899609737462318), (49, 1, 0.623398458259635)]",10,5,3.0
"[(0, 1, 0.8076497818125468), (1, 1, 0.24322352877474196), (2, 1, 0.08450617877958311), (3, 1, 0.06406224230960611), (4, 1, 0.776196596882456), (5, 1, 0.5428371944114577), (6, 1, 0.07399330437623686), (7, 1, 0.4481427070537862), (8, 1, 0.7160131707663752), (9, 1, 0.3430691746205039), (10, 1, 0.847552186348917), (11, 1, 0.8731847165521681), (12, 1, 0.9171633166729188), (13, 1, 0.7881181398809289), (14, 1, 0.30069362208037254), (15, 1, 0.22115372993764937), (16, 1, 0.2138043502128958), (17, 1, 0.9549987559847533), (18, 1, 0.6152056912299994), (19, 1, 0.3363916661157753), (20, 1, 0.004986682860997349), (21, 1, 0.9319136695160289), (22, 1, 0.7924740530713563), (23, 1, 0.12189577237151972), (24, 1, 0.43127107355868965), (25, 1, 0.7318561081960029), (26, 1, 0.03629223726326858), (27, 1, 0.5189540917256331), (28, 1, 0.9037525803406382), (29, 1, 0.23455255582024337), (30, 1, 0.6718594610467321), (31, 1, 0.9617279067543233), (32, 1, 0.0565738962389859), (33, 1, 0.49242911351942), (34, 1, 0.13640786828683726), (35, 1, 0.00767900706841762), (36, 1, 0.009055397762370188), (37, 1, 0.036992501715963466), (38, 1, 0.7618677141154229), (39, 1, 0.9937010606365834), (40, 1, 0.3886697748564736), (41, 1, 0.8584251889305612), (42, 1, 0.3967268879558412), (43, 1, 0.902140423416844), (44, 1, 0.8749046983557783), (45, 1, 0.03029990486505374), (46, 1, 0.011828721752806248), (47, 1, 0.026244554270108078), (48, 1, 0.9673349694463171), (49, 1, 0.2776308326094562)]",15,5,10.0
"[(0, 1, 0.09284799030552204), (1, 1, 0.2286897243079914), (2, 1, 0.0638558734960768), (3, 1, 0.30985269601035215), (4, 1, 0.3385938725993567), (5, 1, 0.5518094657177489), (6, 1, 0.35235853940870954), (7, 1, 0.04301144386511613), (8, 1, 0.21659067468878368), (9, 1, 0.11673914175258338), (10, 1, 0.12694460138046937), (11, 1, 0.11366804336459146), (12, 1, 0.13921721668768228), (13, 1, 0.04118143504500049), (14, 1, 0.713061073451796), (15, 1, 0.10145852739346306), (16, 1, 0.5482911533307044), (17, 1, 0.2985438990677731), (18, 1, 0.6463422283947657), (19, 1, 0.09797288195947762), (20, 1, 0.38468938166799505), (21, 1, 0.9635727719864247), (22, 1, 0.28339253960332667), (23, 1, 0.5721889126270719), (24, 1, 0.7763385288629311), (25, 1, 0.3119325827749212), (26, 1, 0.7656822192370804), (27, 1, 0.5795865131119841), (28, 1, 0.25290414301301656), (29, 1, 0.821457076746496), (30, 1, 0.688856914017393), (31, 1, 0.5045462852737727), (32, 1, 0.8754844154937652), (33, 1, 0.22682175129241444), (34, 1, 0.28288034630225845), (35, 1, 0.45388053437483744), (36, 1, 0.50771443833166), (37, 1, 0.39795310631254877), (38, 1, 0.07582023621247047), (39, 1, 0.15278783383480277), (40, 1, 0.7806285539587724), (41, 1, 0.272718148543165), (42, 1, 0.5037886927975764), (43, 1, 0.290864347373616), (44, 1, 0.3368027138467874), (45, 1, 0.33313023067418457), (46, 1, 0.8808877125711972), (47, 1, 0.46138626850044895), (48, 1, 0.6493682631694997), (49, 1, 0.9648789259823775)]",8,5,0.0
"[(0, 1, 0.9844848699698105), (1, 1, 0.0009551203708607625), (2, 1, 0.7272989741254623), (3, 1, 0.6428387812887533), (4, 1, 0.6047582136251242), (5, 1, 0.268651399556214), (6, 1, 0.706828407093445), (7, 1, 0.5960000783152681), (8, 1, 0.6099420971980951), (9, 1, 0.44207432469566466), (10, 1, 0.8609223819909174), (11, 1, 0.28984799375152415), (12, 1, 0.23416923396286982), (13, 1, 0.5174812174952663), (14, 1, 0.5351958232286461), (15, 1, 0.1105080439479259), (16, 1, 0.9751348149462188), (17, 1, 0.09793625373834225), (18, 1, 0.5223929529234212), (19, 1, 0.17874195181930952), (20, 1, 0.5066021438473891), (21, 1, 0.6269507394798391), (22, 1, 0.03921977665995591), (23, 1, 0.5127987904466708), (24, 1, 0.2975543879900364), (25, 1, 0.2490883291295538), (26, 1, 0.5916707059124835), (27, 1, 0.4624165747138387), (28, 1, 0.8592937469206197), (29, 1, 0.3461825599761672), (30, 1, 0.9053563116331357), (31, 1, 0.4055813676073525), (32, 1, 0.7138178809054346), (33, 1, 0.8245254613904582), (34, 1, 0.07180154437999564), (35, 1, 0.523864097653772), (36, 1, 0.41799011572746014), (37, 1, 0.6616382718972672), (38, 1, 0.8798142070882724), (39, 1, 0.7839785851126113), (40, 1, 0.3734598537551922), (41, 1, 0.7944433643272697), (42, 1, 0.008365442150130575), (43, 1, 0.3995164558240363), (44, 1, 0.1533895708501275), (45, 1, 0.704465322886775), (46, 1, 0.21386110720963003), (47, 1, 0.7425078287114858), (48, 1, 0.46047832301116653), (49, 1, 0.28548546742951075)]",10,5,10.0
"[(0, 1, 0.4382262286906531), (1, 1, 0.30051990693622843), (2, 1, 0.9561481523442924), (3, 1, 0.24882992260188685), (4, 1, 0.06432760746330657), (5, 1, 0.6836177870029597), (6, 1, 0.050724043012196574), (7, 1, 0.3411382992399421), (8, 1, 0.7638797299434227), (9, 1, 0.6219050121618493), (10, 1, 0.13345429228493055), (11, 1, 0.6682196923627923), (12, 1, 0.475891078039794), (13, 1, 0.491256769902201), (14, 1, 0.9795076509188072), (15, 1, 0.8120092746504102), (16, 1, 0.012159429011635803), (17, 1, 0.14007569765424022), (18, 1, 0.5536572412713727), (19, 1, 0.6402568628585954), (20, 1, 0.13145288489921658), (21, 1, 0.40118892352076463), (22, 1, 0.6829452629724962), (23, 1, 0.9235923246162316), (24, 1, 0.9930568788309895), (25, 1, 0.38081955286389957), (26, 1, 0.1902711924723366), (27, 1, 0.917531945178965), (28, 1, 0.2831155853720406), (29, 1, 0.3692897463949927), (30, 1, 0.25219969414126175), (31, 1, 0.13254742091784122), (32, 1, 0.02575890033697692), (33, 1, 0.31418983521132904), (34, 1, 0.40387922597606907), (35, 1, 0.49398543823502084), (36, 1, 0.9504938443913844), (37, 1, 0.7689125595754998), (38, 1, 0.24106871541250596), (39, 1, 0.7445421982510625), (40, 1, 0.8474391880906148), (41, 1, 0.8105467819048772), (42, 1, 0.7224788073939933), (43, 1, 0.7661626547010644), (44, 1, 0.4653375527055047), (45, 1, 0.7874282929984213), (46, 1, 0.27425640407624485), (47, 1, 0.07937504299742582), (48, 1, 0.3792548289161819), (49, 1, 0.9951053969047342)]",17,5,12.0
"[(0, 1, 0.9665194427813346), (1, 1, 0.647158587835055), (2, 1, 0.3331820113356303), (3, 1, 0.16733574305652643), (4, 1, 0.6636350420870881), (5, 1, 0.07293403388283881), (6, 1, 0.19885309920286776), (7, 1, 0.6526953387885766), (8, 1, 0.4270444265787685), (9, 1, 0.3706326951730836), (10, 1, 0.12101699095461182), (11, 1, 0.2263424112197051), (12, 1, 0.23833379847768854), (13, 1, 0.8444481679279002), (14, 1, 0.5309636232189346), (15, 1, 0.836875316149526), (16, 1, 0.6442517443307099), (17, 1, 0.4731570501822697), (18, 1, 0.5127258401792708), (19, 1, 0.5541345090746521), (20, 1, 0.3492257860497546), (21, 1, 0.33742179124380833), (22, 1, 0.8210223508788772), (23, 1, 0.6149159869447144), (24, 1, 0.758798030051558), (25, 1, 0.4260315822931191), (26, 1, 0.34346278454170787), (27, 1, 0.32817142936660526), (28, 1, 0.32550354890349464), (29, 1, 0.4701726075970383), (30, 1, 0.5592198850975378), (31, 1, 0.9869140119980422), (32, 1, 0.726427918517934), (33, 1, 0.6351422683435989), (34, 1, 0.9002948949467875), (35, 1, 0.7429395422354652), (36, 1, 0.8343555039326396), (37, 1, 0.28654872327143277), (38, 1, 0.7966230819906375), (39, 1, 0.24666414065497222), (40, 1, 0.10936503224585181), (41, 1, 0.6198439714862618), (42, 1, 0.8676039216259613), (43, 1, 0.2630498432060029), (44, 1, 0.38416617763140604), (45, 1, 0.6256390330188915), (46, 1, 0.6460048293527823), (47, 1, 0.6777385192679972), (48, 1, 0.6045698319651616), (49, 1, 0.2719539945999988)]",10,0,8.0
"[(0, 1, 0.20555982164144093), (1, 1, 0.8198992740023168), (2, 1, 0.9341470744926549), (3, 1, 0.5811171725505198), (4, 1, 0.9783625246455558), (5, 1, 0.5804451248116934), (6, 1, 0.5958761158977673), (7, 1, 0.36765630309930786), (8, 1, 0.4137919231615983), (9, 1, 0.7950224313188027), (10, 1, 0.7153879200113509), (11, 1, 0.5183866207555354), (12, 1, 0.6252522583399583), (13, 1, 0.21843185288634304), (14, 1, 0.9441458019380977), (15, 1, 0.8373853330331518), (16, 1, 0.8231119758852291), (17, 1, 0.7770142999665172), (18, 1, 0.6641161614246327), (19, 1, 0.2893945038218064), (20, 1, 0.8282417007421116), (21, 1, 0.33254665672057226), (22, 1, 0.9152794983088312), (23, 1, 0.7010382832426966), (24, 1, 0.4026428261843167), (25, 1, 0.24379157584528055), (26, 1, 0.13420035494306248), (27, 1, 0.7939349383318384), (28, 1, 0.8734050991104191), (29, 1, 0.7020730781689968), (30, 1, 0.9043802332002701), (31, 1, 0.969415168619751), (32, 1, 0.8644163317982825), (33, 1, 0.5397260413349628), (34, 1, 0.2918441319533015), (35, 1, 0.539794874966673), (36, 1, 0.8263429124904332), (37, 1, 0.9240610289634655), (38, 1, 0.978324569988203), (39, 1, 0.30553698747109204), (40, 1, 0.8327146170078882), (41, 1, 0.5147413640171576), (42, 1, 0.7738664543894297), (43, 1, 0.7609055145490233), (44, 1, 0.5054630746895143), (45, 1, 0.763418934014078), (46, 1, 0.5447281848185231), (47, 1, 0.5749240342937211), (48, 1, 0.08069531819675302), (49, 1, 0.04602754388487118)]",13,10,14.0
"[(0, 1, 0.509563724967003), (1, 1, 0.35075633888311997), (2, 1, 0.5798849892806325), (3, 1, 0.9863691654683208), (4, 1, 0.046921588284766336), (5, 1, 0.13545608433919698), (6, 1, 0.9964230763893236), (7, 1, 0.32785352808063684), (8, 1, 0.648234246489527), (9, 1, 0.10129309725745106), (10, 1, 0.23492281316442098), (11, 1, 0.7434596288930774), (12, 1, 0.9838298796209923), (13, 1, 0.09768664144913797), (14, 1, 0.18125121937530608), (15, 1, 0.802614833356985), (16, 1, 0.580406904945437), (17, 1, 0.2797683114293883), (18, 1, 0.6215697377017866), (19, 1, 0.7569524604305446), (20, 1, 0.9833317284274304), (21, 1, 0.6156466328575653), (22, 1, 0.49012397161925114), (23, 1, 0.4109059513928973), (24, 1, 0.08220676541743344), (25, 1, 0.8306676876621117), (26, 1, 0.4264039025859684), (27, 1, 0.9054411336933184), (28, 1, 0.9322889108787721), (29, 1, 0.8849120827637929), (30, 1, 0.4378789383943339), (31, 1, 0.10722599621606987), (32, 1, 0.7906858639392461), (33, 1, 0.9773206597551766), (34, 1, 0.842199669663709), (35, 1, 0.19057173340635225), (36, 1, 0.6388398606364435), (37, 1, 0.31910643658993965), (38, 1, 0.02464203546914867), (39, 1, 0.6834709913596754), (40, 1, 0.06208230016890359), (41, 1, 0.6834892832014298), (42, 1, 0.9780382362643771), (43, 1, 0.2882137459679981), (44, 1, 0.962360610561206), (45, 1, 0.6210747281453396), (46, 1, 0.869869182932129), (47, 1, 0.39186537849989045), (48, 1, 0.7134410838708783), (49, 1, 0.7459641278412797)]",8,5,10.0
"[(0, 1, 0.5959041620823126), (1, 1, 0.23901546950837727), (2, 1, 0.5440656103571351), (3, 1, 0.8681482397290397), (4, 1, 0.6408790766775171), (5, 1, 0.781053562456853), (6, 1, 0.8175407938538879), (7, 1, 0.4707736833280043), (8, 1, 0.729919939238162), (9, 1, 0.10808119222920165), (10, 1, 0.9447655683350964), (11, 1, 0.655038801933076), (12, 1, 0.8147028186152055), (13, 1, 0.34616859237251296), (14, 1, 0.6999457744672626), (15, 1, 0.6347370977735223), (16, 1, 0.28538749864000845), (17, 1, 0.9105644924159457), (18, 1, 0.787481432208632), (19, 1, 0.04081550166916026), (20, 1, 0.1385509718874336), (21, 1, 0.9366835528826551), (22, 1, 0.9962419227680076), (23, 1, 0.19698694632699887), (24, 1, 0.0810288917514368), (25, 1, 0.8132619315824795), (26, 1, 0.47287815891353446), (27, 1, 0.10515747570569467), (28, 1, 0.9610019828391249), (29, 1, 0.8888140518237015), (30, 1, 0.10542027900558149), (31, 1, 0.403128406082945), (32, 1, 0.35645664536389055), (33, 1, 0.49180627369526764), (34, 1, 0.2413275087724781), (35, 1, 0.5025891134406504), (36, 1, 0.3304003596295847), (37, 1, 0.3569522190524932), (38, 1, 0.5947192227608208), (39, 1, 0.612636579078941), (40, 1, 0.5215860620304245), (41, 1, 0.8116623711935808), (42, 1, 0.9491588516272096), (43, 1, 0.9538374024238238), (44, 1, 0.5093934247521956), (45, 1, 0.19609802450393843), (46, 1, 0.277998362912121), (47, 1, 0.9881796988000433), (48, 1, 0.8331553659229513), (49, 1, 0.9341716207265707)]",8,5,14.0
"[(0, 1, 0.6635886377518625), (1, 1, 0.31938794016185157), (2, 1, 0.8197514353930555), (3, 1, 0.47540241537825423), (4, 1, 0.9508293632075584), (5, 1, 0.020554517160998764), (6, 1, 0.9581116599756171), (7, 1, 0.7569804548073354), (8, 1, 0.5835836469883513), (9, 1, 0.5905924256177433), (10, 1, 0.5335180960775741), (11, 1, 0.35920487080021857), (12, 1, 0.6142238879965403), (13, 1, 0.9315991220549327), (14, 1, 0.339607873817663), (15, 1, 0.4591590600000859), (16, 1, 0.7881117451405568), (17, 1, 0.6060029175267649), (18, 1, 0.22100781655119395), (19, 1, 0.2152096005409614), (20, 1, 0.6272854842118075), (21, 1, 0.1870701632061127), (22, 1, 0.5281378495294404), (23, 1, 0.08197793501166373), (24, 1, 0.6932273399169128), (25, 1, 0.26203087914706014), (26, 1, 0.765799752433151), (27, 1, 0.9212456539077959), (28, 1, 0.6204905188450742), (29, 1, 0.9239318399987394), (30, 1, 0.6460723440366769), (31, 1, 0.6215631115733233), (32, 1, 0.7033411646965801), (33, 1, 0.6011829215275758), (34, 1, 0.00664231321954134), (35, 1, 0.7707480043406104), (36, 1, 0.634160830487472), (37, 1, 0.5121059107907973), (38, 1, 0.6170449551201882), (39, 1, 0.508087542524969), (40, 1, 0.9151717897235537), (41, 1, 0.20231697201045662), (42, 1, 0.21268020914645136), (43, 1, 0.2074575863555348), (44, 1, 0.23793894322981157), (45, 1, 0.5325528641915681), (46, 1, 0.09507997514134048), (47, 1, 0.10428344882417218), (48, 1, 0.08004822971952763), (49, 1, 0.6360305638011318)]",11,5,10.0
"[(0, 1, 0.31905988481132064), (1, 1, 0.5356752443623077), (2, 1, 0.2783185449648323), (3, 1, 0.10834321906887878), (4, 1, 0.2641497331269741), (5, 1, 0.9054930508559753), (6, 1, 0.35346723990267925), (7, 1, 0.46623181093840704), (8, 1, 0.2507134442402055), (9, 1, 0.4567912570488236), (10, 1, 0.5824570218314711), (11, 1, 0.11626123296808288), (12, 1, 0.6411392824724), (13, 1, 0.5020963133919909), (14, 1, 0.45587231501196424), (15, 1, 0.8784768320132211), (16, 1, 0.31743523796863227), (17, 1, 0.3357838634375645), (18, 1, 0.621791746764783), (19, 1, 0.8745881225354523), (20, 1, 0.644315590377532), (21, 1, 0.5822323871447597), (22, 1, 0.61930956700373), (23, 1, 0.19513937538003379), (24, 1, 0.7730967513269194), (25, 1, 0.6278033016959135), (26, 1, 0.9858760698506308), (27, 1, 0.641416021555613), (28, 1, 0.06713478811334583), (29, 1, 0.9544487972924753), (30, 1, 0.005914573325335848), (31, 1, 0.3590422674797501), (32, 1, 0.6082074400255966), (33, 1, 0.7336340053843048), (34, 1, 0.18780016626771767), (35, 1, 0.6003961871795149), (36, 1, 0.3447233641823495), (37, 1, 0.5081241311393669), (38, 1, 0.28134529518957874), (39, 1, 0.4962061311295094), (40, 1, 0.9171630559455627), (41, 1, 0.45909239395987733), (42, 1, 0.5539200627011714), (43, 1, 0.9147486031280929), (44, 1, 0.38223495149692455), (45, 1, 0.1834192399979646), (46, 1, 0.2003541029278857), (47, 1, 0.7257919976039648), (48, 1, 0.7322915231781812), (49, 1, 0.11621238170646775)]",4,5,15.0
"[(0, 1, 0.9838973654269567), (1, 1, 0.6231922094346479), (2, 1, 0.25643906227109614), (3, 1, 0.12461303757187325), (4, 1, 0.2404928655609947), (5, 1, 0.6590003069861079), (6, 1, 0.5174576315097436), (7, 1, 0.29442740796482336), (8, 1, 0.3186366292333255), (9, 1, 0.5388201114934078), (10, 1, 0.5414286073793676), (11, 1, 0.3054019545357375), (12, 1, 0.9414263758794625), (13, 1, 0.09122867737437046), (14, 1, 0.6235485339277286), (15, 1, 0.9332163073348602), (16, 1, 0.0356204246454811), (17, 1, 0.9157455545334813), (18, 1, 0.7606204782874635), (19, 1, 0.8650304282826672), (20, 1, 0.6700700001609883), (21, 1, 0.747965882759075), (22, 1, 0.33990698203028613), (23, 1, 0.27761165374078045), (24, 1, 0.9191458783267941), (25, 1, 0.11687233376522), (26, 1, 0.5709784466365535), (27, 1, 0.6874069972140128), (28, 1, 0.06395235595754967), (29, 1, 0.9311376415164958), (30, 1, 0.41341062051409505), (31, 1, 0.025744577261355595), (32, 1, 0.9300476731089011), (33, 1, 0.956845050750891), (34, 1, 0.21947803029696566), (35, 1, 0.3088294499179598), (36, 1, 0.1668780620040533), (37, 1, 0.7725382441458539), (38, 1, 0.4492347563759165), (39, 1, 0.7493029849459624), (40, 1, 0.21376329739483735), (41, 1, 0.33546678131400254), (42, 1, 0.5267695435463661), (43, 1, 0.19387444592010483), (44, 1, 0.8763374594155018), (45, 1, 0.09321557072814468), (46, 1, 0.14308238624831715), (47, 1, 0.17396686186906518), (48, 1, 0.7435607755762204), (49, 1, 0.5268572953493184)]",9,5,15.0
